scale,mean,var
968.59187470,1982.63411623,938170.21973333
1503.46036228,2457.40551603,2260393.06094091
2271.49717705,3640.76376571,5159699.42533559
1421.52666299,3336.92408147,2020738.05358732
2504.49191745,4714.95455284,6272479.76459149
4114.91008478,6165.53480817,16932485.00582956
5971.87287469,7399.50732547,35663265.63142330
2443.53301854,4310.19094955,5970853.61269523
3408.37908209,4628.50479161,11617047.96722365
4802.11444039,5045.31234772,23060303.09858635
2000.26357059,3588.68281194,4001054.35184927
1480.88532017,3661.51966995,2193021.33150894
1944.95492101,3887.43329110,3782849.64476377
2737.02055552,5328.22915245,7491281.52134482
2224.27263082,3361.43985317,4947388.73619816
1890.79809349,4192.09034207,3575117.43032709
1999.65532308,4184.65555664,3998621.41113169
3098.72830698,4825.31072345,9602117.12045384
5363.90097166,6237.01185719,28771433.63378071
2498.06813495,4067.09336322,6240344.40683735
2266.16259343,3063.42994510,5135492.89986931
5855.86333680,6744.67576260,34291135.41931526
2635.75205461,4027.53175454,6947188.89337325
1235.88712781,2876.89263555,1527416.99269597
2165.01827788,4246.57346587,4687304.14357295
1827.98506648,2389.62420817,3341529.40326935
1148.61429062,3033.50076341,1319314.78860838
1431.83864740,2607.89828802,2050161.91217685
2387.34411051,3756.95718416,5699411.90200986
1886.45791665,4206.35126531,3558723.47129154
1825.22755803,3119.16323945,3331455.63859020
3238.34907586,4595.34083748,10486904.73709293
2313.49345361,3655.54828964,5352251.95991187
1786.96563995,3544.19426307,3193246.19836625
2177.14502578,4039.24029497,4739960.46329265
1270.52841722,3130.84156840,1614242.45896529
2140.29570853,4515.88685313,4580865.71993987
3219.52436926,5428.33323588,10365337.16426812
2638.30782870,4036.89364259,6960668.19899895
924.09379903,2741.76272618,853949.34941208
1581.98741769,3186.85628431,2502684.18972166
2758.83737154,3405.86398337,7611183.64257865
1743.62819426,3987.71948803,3040239.27982259
2168.17755708,4204.75064159,4700993.91904379
2736.84295559,4448.68778222,7490309.36355376
1975.92572574,4313.68482604,3904282.47364397
1346.43769426,3531.91976091,1812894.46453593
2418.26458305,4118.97680538,5848003.59365360
1120.58536963,2357.96845662,1255711.57061922
1629.17747060,3300.11145762,2654219.23069841
2339.91801721,4723.57284865,5475216.32727114
976.80348673,2928.41217555,954145.05169466
1733.93555150,3291.56359029,3006532.49674407
4352.65057292,6684.26800507,18945567.00993937
5972.82610613,7404.12987688,35674651.69401150
2888.67724656,6028.52074197,8344456.23482140
3658.41118294,5519.13283306,13383972.38345343
6388.82802511,7215.23061430,40817123.53447902
2463.68992729,4073.40311211,6069768.05784959
2033.93801272,4429.32452977,4136903.83958511
2370.46055647,4138.94542442,5619083.24979090
3096.86057468,5151.67014261,9590545.41898542
2932.92038036,4369.78676542,8602021.95751972
2585.27180226,5480.42413020,6683630.29154264
1900.23665964,3867.99915538,3610899.36263452
4296.51506838,6158.71191892,18460041.73281688
7309.65838314,9688.77240685,53431105.67824742
3551.39928265,6369.70639639,12612436.86477634
4665.82099631,6850.56742358,21769885.56962648
9059.97131422,12239.60611376,82083080.21444084
